id,age,age_group,race,dins,primary_crime,crime_class,min_years,min_months,max_years,max_months,severity,official_crime_type,decision
"13012","53","40+","W","1","RAPE-3","E","2","3","3","0","D1E1E1","CVO","NO"
"13013","25","25-29","H","1","CRIM CONTEMPT-1","E","1","6","3","0","E1  ","PDO","NO"
"13014","33","30-39","W","1","DWI 2ND OFF","E","1","4","4","0","E1","PDO","NO"
"13015","23","<25","W","1","AG VEH HOMICIDE","B","2","0","6","0","B1","CVO","NO"
"13016","24","<25","W","1","AGGR CRIM CNTPT","D","1","0","3","0","D1","PDO","NO"
"13017","52","40+","H","1","ASSAULT-2","D","1","0","3","0","D1  ","VFO","NO"
"13018","31","30-39","H","1","BURGLARY-2","C","9","5","11","0","C1E1E1","VFO","NO"
"13019","25","25-29","H","1","CRIM CONTEMPT-1","E","1","6","3","0","E1  ","PDO","NO"
"13020","41","40+","B","2","MANSL'TER1>78","B","20","0","40","0","B1B1D1","VFO","NO"
"13021","48","40+","H","1","ROBBERY-1 >78","B","8","6","10","0","B1D1 ","VFO","NO"
"13022","19","<25","H","1","ATT ROBBERY-3","E","1","0","3","0","E1  ","CVO","NO"
"13023","24","<25","W","1","BURGLARY-3","D","1","0","3","0","D1","PDO","NO"
"13024","25","25-29","W","1","CPW-2 >78","C","6","10","8","0","C1  ","VFO","NO"
"13025","29","25-29","B","2","ATT BURGLARY-2","D","4","3","5","0","D1","VFO","NO"
"13026","34","30-39","W","1","ARSON-3","C","3","6","10","6","C1E4+","CVO","NO"
"13027","38","30-39","W","1","GRAND LARCENY-4","E","1","6","3","0","E1  ","PDO","YES"
"13028","37","30-39","B","2","ATT BURGLARY-3","E","1","6","3","0","E1  ","PDO","YES"
"13029","28","25-29","H","3","ATT CSCS-5 >79","E","1","8","2","0","E1","PDO","NO"
"13030","35","30-39","W","3","DWI 2ND OFF","E","1","4","4","0","E1E1","PDO","NO"
"13031","35","30-39","H","1","MURDER-2","A","20","0","99","99","A1B2","VFO","NO"
"13032","49","40+","H","5","BURGLARY-3","D","2","6","5","0","D4+","PDO","NO"
"13033","53","40+","W","1","DWI 2ND OFF","E","1","4","4","0","E1","PDO","YES"
"13034","20","<25","H","1","ATT ROBBERY-2 >78","D","3","5","4","0","D1C1D1","VFO","NO"
"13035","31","30-39","W","2","CRIM NEG HOM","E","2","0","4","0","E1  ","CVO","NO"
"13036","30","30-39","H","3","CONSPIRACY-4","E","3","5","4","0","E1B1D1","PDO","NO"
"13037","31","30-39","W","2","CRIM CONTEMPT-1","E","1","6","3","0","E1  ","PDO","NO"
"13038","21","<25","B","1","ATT CPW-2 >78","D","2","1","3","0","D1D1 ","VFO","NO"
"13039","20","<25","B","1","ATT CPW-2 >78","D","1","8","3","0","D1  ","VFO","NO"
"13040","59","40+","H","2","BURGLARY-3","D","2","0","4","0","D1  ","PDO","NO"
"13041","21","<25","B","2","CSCS-5 >79","D","2","1","2","6","D1  ","PDO","NO"
"13042","47","40+","B","4","CPSP-4","E","1","9","3","6","E1  ","PDO","NO"
"13043","24","<25","B","1","ROBBERY-1 >78","B","5","1","6","0","B1  ","VFO","NO"
"13044","41","40+","W","1","GRAND LARCENY-4","E","1","6","3","0","E1  ","PDO","NO"
"13045","48","40+","B","1","MURDER-2","A","25","0","99","99","A1","VFO","NO"
"13046","70","40+","W","1","ATT MURDER-2","B","14","11","17","6","B1B1C1","VFO","NO"
"13047","31","30-39","W","1","TAMP PHYS EVID","E","1","0","3","0","E1  ","PDO","YES"
"13048","33","30-39","W","1","AGGRAVATED DWI","E","1","0","3","0","E1","PDO","YES"
"13049","47","40+","W","3","DWI 2ND OFF","E","2","1","3","0","E1D1 ","PDO","NO"
"13050","33","30-39","B","4","CSCS-3 >79","B","2","6","3","0","B1E1 ","PDO","NO"
"13051","35","30-39","B","2","DWI 3RD/SUBSQNT","D","1","8","5","0","D1D1E1","PDO","NO"
"13052","51","40+","W","1","DWI 3RD/SUBSQNT","D","2","0","7","0","D1","PDO","NO"
"13053","62","40+","B","2","UNLW SURVL2 2-4","E","2","0","4","0","E1","PDO","NO"
"13054","49","40+","B","3","PRISON CONTR-1","D","2","0","4","0","D1D1 ","PDO","NO"
"13055","36","30-39","W","3","GRAND LARCENY-4","E","1","6","3","0","E1  ","PDO","NO"
"13056","24","<25","W","1","VEH MANSL'TER-1","C","5","0","15","0","C2C1E1","CVO","NO"
"13057","53","40+","W","1","DWI 3RD/SUBSQNT","D","1","0","4","0","D1  ","PDO","YES"
"13058","28","25-29","W","1","ATT ASSAULT-2","E","1","4","4","0","E1","VFO","NO"
"13059","36","30-39","H","3","BURGLARY-3","D","3","0","6","0","D1","PDO","NO"
"13060","33","30-39","B","1","ROBBERY-1 >78","B","10","0","11","6","B1C1C1","VFO","NO"
"13061","55","40+","B","3","BURGLARY-3","D","3","6","7","0","D1","PDO","NO"
"13062","47","40+","B","1","ATT MURDER-1","A","25","0","99","99","A1C1","VFO","NO"
"13063","28","25-29","W","1","CRIM MISCHIEF-3","E","1","4","4","0","E1","PDO","NO"
"13064","46","40+","W","4","BURGLARY-3","D","2","0","4","0","D1  ","PDO","YES"
"13065","37","30-39","W","2","DWAI DRUGS 3RD>","D","1","0","3","0","D1  ","PDO","NO"
"13066","63","40+","H","3","ATT CSCS-3 >79","C","1","8","2","0","C1  ","PDO","NO"
"13067","24","<25","W","1","ATT CPW-2 >78","D","2","11","3","6","D1D1 ","VFO","NO"
"13068","29","25-29","B","2","CSCS SCHOOL","B","2","6","3","0","B1  ","PDO","YES"
"13069","34","30-39","B","2","CRIM CONTEMPT-1","E","1","6","3","0","E1  ","PDO","NO"
"13070","26","25-29","B","1","AGGR CRIM CNTPT","D","2","0","4","0","D1  ","PDO","NO"
"13071","55","40+","B","1","ATT ASSAULT-2","E","1","6","3","0","E1  ","VFO","NO"
"13072","36","30-39","W","2","DWI 2ND OFF","E","1","0","3","0","E1","PDO","NO"
"13073","46","40+","B","1","BURGLARY-1>78","B","8","6","10","0","C1B1B1","VFO","NO"
"13074","49","40+","B","5","CPCS-3 >79","B","1","8","2","0","B1D1","PDO","NO"
"13075","38","30-39","O","3","FAIL REG:SEX >1","D","1","0","3","0","D1","CVO","NO"
"13076","25","25-29","W","1","ATT BURGLARY-2","D","1","8","3","0","E1D1","VFO","NO"
"13077","35","30-39","W","3","CRIM CONTEMPT-1","E","1","6","3","0","E1  ","PDO","NO"
"13078","23","<25","W","2","GRAND LARCENY-3","D","3","6","7","0","D1","PDO","NO"
"13079","50","40+","B","6","ATT ROBBERY-3","E","1","6","3","0","E1  ","CVO","YES"
"13080","42","40+","W","2","UNAUT USE VEH-2","E","1","6","3","0","E1  ","PDO","NO"
"13081","21","<25","H","1","CPSP-4","E","2","0","4","0","E1D1","PDO","NO"
"13082","32","30-39","H","1","ATT ROBBERY-3","E","1","6","3","0","E1  ","CVO","NO"
"13083","46","40+","B","4","ROBBERY-3","D","9","0","18","0","D3","CVO","NO"
"13084","19","<25","B","1","ROBBERY-3","D","1","0","3","0","D1","CVO","NO"
"13085","44","40+","B","1","AGGR CRIM CNTPT","D","1","0","3","0","D1  ","PDO","NO"
"13086","49","40+","W","2","GRAND LARCENY-3","D","2","6","5","0","D1  ","PDO","YES"
"13087","32","30-39","H","1","CPCS-3 >79","B","1","8","2","0","B1  ","PDO","YES"
"13088","37","30-39","B","1","ATT ASSAULT-2","E","2","0","4","0","E1E1 ","VFO","NO"
"13089","57","40+","W","1","ATT CRIM SEX ACT 1","C","8","6","10","0","C1D1 ","VFO","NO"
"13090","26","25-29","B","1","AGGR UNLIC OP 1","E","1","0","3","0","E1  ","PDO","YES"
"13091","56","40+","B","3","CPCS-5 >79","D","2","1","2","6","D1","PDO","NO"
"13092","24","<25","H","1","ASSAULT-2","D","1","8","3","0","D1D2 ","VFO","NO"
"13093","17","<25","W","1","ARSON-3","C","2","0","6","0","C1","CVO","YES"
"13094","29","25-29","W","1","GRAND LARCENY-4","E","1","0","3","0","E1  ","PDO","YES"
"13095","35","30-39","W","2","CRIM CONTEMPT-1","E","2","0","4","0","E1  ","PDO","NO"
"13096","47","40+","H","2","AGGR CRIM CNTPT","D","2","0","4","0","D1  ","PDO","NO"
"13097","60","40+","W","3","BURGLARY-2","C","6","10","8","0","C3D1","VFO","NO"
"13098","46","40+","O","2","FAIL REG:SEX >1","D","1","0","3","0","D1","CVO","NO"
"13099","37","30-39","O","3","BURGLARY-3","D","2","0","4","0","D1E1 ","PDO","NO"
"13100","57","40+","W","4","ATT CPW-3/NON-VFO","E","1","6","3","0","E1  ","CVO","NO"
"13101","50","40+","H","3","CSCS-5 >79","D","2","1","2","6","D1","PDO","NO"
"13102","31","30-39","W","1","BURGLARY-3","D","1","0","3","0","D1  ","PDO","YES"
"13103","58","40+","W","1","MURDER-2","A","25","0","99","99","A1","VFO","NO"
"13104","28","25-29","H","2","ATT BURGLARY-3","E","1","6","3","0","E1","PDO","YES"
"13105","44","40+","B","2","ROBBERY-3","D","2","1","6","0","D1E1","CVO","NO"
"13106","50","40+","W","3","GRD LRCNY AUTO4","E","2","0","4","0","E1  ","PDO","NO"
"13107","27","25-29","B","2","ATT CPW-3/NON-VFO","E","1","6","3","0","E1  ","CVO","NO"
"13108","25","25-29","B","1","ATT BURGLARY-2","D","3","5","4","0","D1E1","VFO","NO"
"13109","32","30-39","W","3","POS CHLD SX PRF","E","1","6","3","0","E1","CVO","NO"
"13110","50","40+","W","1","DWI 2ND OFF","E","1","0","3","0","E1","PDO","NO"
"13111","45","40+","H","1","BURGLARY-3","D","2","0","4","0","D1  ","PDO","YES"
"13112","46","40+","W","5","ROBBERY-3","D","3","6","7","0","D1","CVO","NO"
"13113","24","<25","H","1","ROBBERY-3","D","2","4","7","0","D1  ","CVO","YES"
"13114","19","<25","W","1","BURGLARY-3","D","1","3","4","0","D1E1 ","PDO","NO"
"13115","41","40+","H","2","ATT BURGLARY-3","E","1","0","3","0","E1","PDO","YES"
"13116","49","40+","B","2","ATT ASSAULT-2","E","1","6","7","0","E1E1E1","VFO","NO"
"13117","35","30-39","W","1","GRAND LARCENY-4","E","6","11","12","6","E1E1E1","PDO","NO"
"13118","23","<25","W","1","ROBBERY-3","D","2","0","4","0","D1E1","CVO","NO"
"13119","56","40+","W","1","MURDER-2","A","33","4","99","99","A1B1B2","VFO","NO"
"13120","19","<25","B","1","ATT ROBBERY-2 >78","D","2","6","4","0","D1  ","VFO","NO"
"13121","45","40+","H","3","ATT ROBBERY-3","E","1","6","3","0","E1","CVO","NO"
"13122","53","40+","W","3","CRIM CONTEMPT-1","E","2","0","4","0","E1  ","PDO","YES"
"13123","36","30-39","B","2","ROBBERY-1 >78","B","8","6","10","0","B1","VFO","NO"
"13124","31","30-39","W","2","ATT ROBBERY-2 >78","D","4","3","5","0","D1  ","VFO","YES"
"13125","45","40+","B","2","CSCS-3 >79","B","7","1","8","0","B1D1","PDO","NO"
"13126","50","40+","W","1","AGGR CRIM CNTPT","D","2","6","5","0","D1","PDO","NO"
"13127","40","40+","B","1","ROBBERY-1 >78","B","16","0","32","0","B2B1C1","VFO","YES"
"13128","48","40+","W","1","AGGRAV DWI-1 PR","E","1","0","3","0","E1E1","PDO","NO"
"13129","31","30-39","B","3","ASSAULT-2","D","3","5","4","0","D1D1 ","VFO","NO"
"13130","46","40+","B","4","BURGLARY-3","D","2","0","4","0","D1  ","PDO","NO"
"13131","44","40+","B","1","ATT CP FORG INST-2","E","1","0","3","0","E1E1 ","PDO","YES"
"13132","52","40+","W","2","GRAND LARCENY-2","C","4","0","8","0","C1","PDO","NO"
"13133","50","40+","B","6","BURGLARY-3","D","6","0","12","0","D1D4+ ","PDO","YES"
"13134","40","40+","B","1","MANSL'TER1>78","B","6","0","18","0","B1  ","VFO","YES"
"13135","39","30-39","W","2","ATT BURGLARY-3","E","1","6","3","0","E1","PDO","NO"
"13136","47","40+","H","5","BURGLARY-3","D","3","0","6","0","D1","PDO","NO"
"13137","38","30-39","B","4","ATT BURGLARY-3","E","1","6","3","0","E1  ","PDO","NO"
"13138","42","40+","W","3","ROBBERY-3","D","7","0","14","0","D3D3","CVO","NO"
"13139","24","<25","H","1","BURGLARY-3","D","1","0","3","0","D1  ","PDO","YES"
"13140","60","40+","W","1","POS CHLD SX PER","E","1","0","3","0","E1  ","CVO","YES"
"13141","51","40+","W","3","FAIL REG:SEX >1","D","2","0","6","0","D1","CVO","NO"
"13142","39","30-39","H","3","CRIM MISCHIEF-3","E","2","0","4","0","E1","PDO","NO"
"13143","24","<25","B","1","CRIM CONTEMPT-1","E","1","8","3","0","E1D1 ","PDO","NO"
"13144","48","40+","B","1","AGGR CRIM CNTPT","D","2","0","6","0","D1","PDO","NO"
"13145","55","40+","W","2","DWI 2ND OFF","E","1","4","4","0","E1E1","PDO","NO"
"13146","29","25-29","B","2","CPSP-3","D","2","0","4","0","D1  ","PDO","NO"
"13147","48","40+","W","1","DWI 2ND OFF","E","1","4","4","0","E1E1","PDO","NO"
"13148","47","40+","B","4","ATT ROBBERY-3","E","1","6","3","0","E1  ","CVO","NO"
"13149","52","40+","W","1","SODOMY-1 <03","B","25","0","50","0","B1B2C1","VFO","YES"
"13150","19","<25","B","1","CPSP-4","E","2","11","3","6","C1E1D1","PDO","NO"
"13151","39","30-39","H","3","ROBBERY-2 >78","C","8","6","10","0","C1D1 ","VFO","NO"
"13152","26","25-29","H","2","CRIM CONTEMPT-1","E","1","6","3","0","E1","PDO","NO"
"13153","58","40+","H","1","ASSAULT-1 >96","B","14","4","16","6","B1E1 ","VFO","NO"
"13154","58","40+","B","6","CPW-3/NON-VFO","D","3","6","7","0","D1E1","CVO","NO"
"13155","24","<25","H","2","ATT CPW-3/NON-VFO","E","1","6","3","0","E1  ","CVO","NO"
"13156","22","<25","O","1","ROBBERY-3","D","1","0","3","0","D1","CVO","NO"
"13157","40","40+","W","2","BURGLARY-3","D","4","0","8","0","D1D1D1","PDO","YES"
"13158","55","40+","W","1","PRO SEX PFM CHD","D","2","0","6","0","D1","CVO","NO"
"13159","24","<25","H","2","CPW-3/NON-VFO","D","2","0","4","0","D1  ","CVO","NO"
"13160","62","40+","W","1","GRAND LARCENY-2","C","2","0","6","0","C1E1 ","PDO","YES"
"13161","49","40+","H","4","BURGLARY-3","D","7","0","14","0","D2  ","PDO","YES"
"13162","48","40+","W","1","CPW-2 >78","C","4","8","5","6","C1C1E1","VFO","NO"
"13163","53","40+","B","3","ATT ASSAULT-2","E","3","0","6","0","E2","VFO","NO"
"13164","44","40+","B","4","ROBBERY-3","D","2","0","4","0","D1","CVO","NO"
"13165","35","30-39","B","1","CPW-3/NON-VFO","D","3","6","7","0","D1  ","CVO","YES"
"13166","50","40+","B","1","AGGR UNLIC OP 1","E","1","0","3","0","E1  ","PDO","YES"
"13167","49","40+","B","1","ROBBERY-1 >78","B","1","6","3","0","B1D1D1","VFO","NO"
"13168","26","25-29","B","2","CPW-3/NON-VFO","D","2","0","4","0","D1  ","CVO","YES"
"13169","28","25-29","B","1","AGGR CRIM CNTPT","D","2","0","6","0","D1  ","PDO","YES"
"13170","47","40+","B","6","GRAND LARCENY-4","E","1","6","3","0","E1","PDO","NO"
"13171","37","30-39","W","3","ATT ASSAULT-2","E","1","6","3","0","E1  ","VFO","NO"
"13172","29","25-29","B","3","CPW-3/NON-VFO","D","2","0","4","0","D1  ","CVO","NO"
"13173","55","40+","W","1","AGGR UNLIC OP 1","E","1","0","3","0","E1  ","PDO","YES"
"13174","48","40+","B","4","CP FORG INST-2","D","2","0","4","0","D1  ","PDO","NO"
"13175","38","30-39","W","3","GRAND LARCENY-4","E","1","6","3","0","E1  ","PDO","NO"
"13176","29","25-29","B","2","IDENTITY THEFT1","D","3","0","6","0","D1D1D1","PDO","NO"
"13177","61","40+","B","6","BURGLARY-3","D","3","0","6","0","D1","PDO","NO"
"13178","34","30-39","W","2","ATT BURGLARY-3","E","1","6","3","0","E1  ","PDO","YES"
"13179","22","<25","B","1","ROBBERY-3","D","2","6","3","0","D1D1","CVO","NO"
"13180","26","25-29","W","1","ATT BURGLARY-3","E","1","4","4","0","E1E1 ","PDO","YES"
"13181","36","30-39","W","2","BURGLARY-3","D","2","0","4","0","D1  ","PDO","NO"
"13182","26","25-29","B","2","ATT ASSAULT-2","E","1","6","6","0","E1E1","VFO","NO"
"13183","31","30-39","B","2","CSCS-3 >79","B","1","6","3","0","B1E1 ","PDO","NO"
"13184","35","30-39","W","2","ROBBERY-3","D","3","0","6","0","D1E1","CVO","NO"
"13185","21","<25","B","1","CRIM POS FIRARM","E","1","0","3","0","E1","CVO","NO"
"13186","33","30-39","H","2","GRAND LARCENY-4","E","1","6","3","0","E1  ","PDO","NO"
"13187","32","30-39","B","2","DWI 2ND OFF","E","1","0","3","0","E1","PDO","NO"
"13188","24","<25","W","1","FORGERY-2","D","1","4","4","0","D1E1","PDO","NO"
"13189","43","40+","H","3","ATT BURGLARY-3","E","1","6","3","0","E1","PDO","NO"
"13190","32","30-39","B","1","ROBBERY-1 >78","B","6","3","7","0","D1D1B1","VFO","NO"
"13191","45","40+","B","1","MURDER-2","A","25","0","99","99","A1","VFO","NO"
"13192","51","40+","B","3","ATT BURGLARY-2","D","12","0","99","99","D1","VFO","NO"
"13193","45","40+","B","4","SOR VIOL 1ST>07","E","2","1","3","0","E1E1","CVO","NO"
"13194","25","25-29","B","1","ATT ROBBERY-2 >78","D","5","1","6","0","D1  ","VFO","NO"
"13195","50","40+","B","1","MURDER-2","A","25","0","99","99","A1D1D1","VFO","NO"
"13196","32","30-39","B","1","MURDER-2","A","15","0","99","99","A1","VFO","NO"
"13197","32","30-39","B","2","CPW-2 >78","C","9","5","11","0","C1B1 ","VFO","NO"
"13198","49","40+","W","1","AGGRAV DWI-1 PR","E","1","0","3","0","E1E1 ","PDO","YES"
"13199","49","40+","H","1","MURDER-2","A","20","0","99","99","A1","VFO","NO"
"13200","48","40+","O","1","BURGLARY-3","D","2","4","7","0","D1E1","PDO","NO"
"13201","40","40+","B","5","CSCS-3 >79","B","1","8","2","0","B1  ","PDO","NO"
"13202","49","40+","B","2","ROBBERY-3","D","1","6","3","0","D1D1E1","CVO","NO"
"13203","26","25-29","B","1","ATT ASSAULT-2","E","1","0","3","0","E1  ","VFO","YES"
"13204","22","<25","O","2","CRIM CONTEMPT-1","E","1","6","3","0","E1","PDO","NO"
"13205","17","<25","B","1","ROBBERY-3","D","1","4","4","0","D1","CVO","NO"
"13206","64","40+","B","2","ROBBERY-1 >78","B","15","2","17","6","B1B1E1","VFO","NO"
"13207","50","40+","B","3","GRAND LARCENY-4","E","1","6","3","0","E1  ","PDO","NO"
"13208","48","40+","B","2","BURGLARY-2","C","16","0","99","99","C3D1 ","VFO","YES"
"13209","55","40+","B","2","ROBBERY-2 >78","C","20","0","99","99","C1  ","VFO","YES"
"13210","28","25-29","B","1","ROBBERY-3","D","2","0","6","0","D1D2 ","CVO","NO"
"13211","41","40+","W","1","SOR VIOL 1ST>07","E","1","0","3","0","E1E1 ","CVO","YES"
"13212","25","25-29","W","1","ROBBERY-3","D","2","0","6","0","D1","CVO","NO"
"13213","30","30-39","W","1","ATT CPW-3/NON-VFO","E","1","6","3","0","E1  ","CVO","YES"
"13214","39","30-39","B","1","CPW-3/NON-VFO","D","3","0","6","0","D1","CVO","NO"
"13215","42","40+","B","2","ATT BURGLARY-3","E","1","4","4","0","E2  ","PDO","YES"
"13216","35","30-39","B","4","CPCS-5 >79","D","1","8","2","0","D1  ","PDO","NO"
"13217","26","25-29","W","1","DWI 2ND OFF","E","1","0","3","0","E1E1D1","PDO","NO"
"13218","54","40+","W","1","VEH MANSL'TER-1","C","3","0","6","0","C1","CVO","NO"
"13219","44","40+","W","3","ATT ROBBERY-2 >78","D","15","6","99","99","D1D1D1","VFO","NO"
"13220","51","40+","W","1","CRIM CONTEMPT-1","E","1","6","3","0","E1  ","PDO","NO"
"13221","19","<25","B","1","ROBBERY-3","D","1","8","3","0","D1D1 ","CVO","NO"
"13222","54","40+","W","3","DWI 2ND OFF","E","1","0","3","0","E1  ","PDO","YES"
"13223","18","<25","B","1","CPW-2 >78","C","2","4","7","0","C1","VFO","NO"
"13224","28","25-29","W","2","CPW-3/NON-VFO","D","2","0","4","0","D1D1","CVO","YES"
"13225","37","30-39","B","1","MANSL'TER1>78","B","8","0","16","0","B1  ","VFO","YES"
"13226","20","<25","B","1","CPW-2 >78","C","2","11","3","6","C1  ","VFO","NO"
"13227","28","25-29","W","2","BURGLARY-2","C","6","0","7","0","C1","VFO","NO"
"13228","50","40+","B","4","CONSPIRACY-3","D","2","6","3","0","D1B1 ","PDO","NO"
"13229","29","25-29","O","1","CRIM CONTEMPT-1","E","1","0","3","0","E1","PDO","NO"
"13230","53","40+","O","2","BURGLARY-3","D","2","0","4","0","D1  ","PDO","YES"
"13231","33","30-39","H","2","ATT GRAND LARCENY-3","E","1","6","3","0","E1  ","PDO","YES"
"13232","45","40+","B","3","CPSP-4","E","2","0","4","0","E1E1 ","PDO","NO"
"13233","57","40+","W","1","DWI 2ND OFF","E","1","0","3","0","E1","PDO","NO"
"13234","46","40+","W","1","MURDER-2","A","25","0","99","99","A1A1B1","VFO","NO"
"13235","43","40+","W","1","GRAND LARCENY-3","D","3","6","7","0","D1","PDO","NO"
"13236","31","30-39","W","1","GRAND LARCENY-3","D","1","4","4","0","D1","PDO","NO"
"13237","24","<25","W","1","GRD LRCNY AUTO4","E","1","6","3","0","E1","PDO","NO"
"13238","35","30-39","H","2","MANSLAUGHTER-2","C","7","0","14","0","C1D1E1","CVO","NO"
"13239","28","25-29","B","2","CRIM CONTEMPT-1","E","2","0","4","0","E1  ","PDO","NO"
"13240","55","40+","B","3","ROBBERY-3","D","2","0","4","0","D1","CVO","YES"
"13241","43","40+","W","1","CRIM MISCHIEF-2","D","2","0","4","0","D1E2","PDO","YES"
"13242","54","40+","H","2","ROBBERY-3","D","1","0","3","0","D1  ","CVO","YES"
"13243","20","<25","H","1","ATT ROBBERY-3","E","1","0","3","0","E1","CVO","NO"
"13244","69","40+","H","5","GRAND LARCENY-4","E","1","9","3","6","E1  ","PDO","YES"
"13245","27","25-29","W","1","ATT ASSAULT-2","E","1","4","4","0","E1","VFO","NO"
"13246","44","40+","W","1","MURDER-2","A","27","4","99","99","A1B1B1","VFO","YES"
"13247","25","25-29","H","2","ATT ASSAULT-2","E","4","3","5","0","D1E1 ","VFO","NO"
"13248","66","40+","O","1","MURDER-2","A","17","0","99","99","A1","VFO","NO"
"13249","32","30-39","O","2","BURGLARY-3","D","2","6","5","0","D1D1 ","PDO","NO"
"13250","48","40+","B","2","ROBBERY-1 >78","B","20","0","99","99","B1  ","VFO","YES"
"13251","19","<25","B","1","ATT CPW-2 >78","D","1","8","3","0","D1D1","VFO","NO"
"13252","39","30-39","B","1","MURDER-2","A","24","8","99","99","A2A1B2","VFO","YES"
"13253","26","25-29","B","2","ATT CPSP-3","E","1","8","3","0","E1C1D1","PDO","NO"
"13254","42","40+","B","3","GRAND LARCENY-4","E","2","0","4","0","E1  ","PDO","NO"
"13255","26","25-29","B","2","CRIM CONTEMPT-1","E","1","6","3","0","E1  ","PDO","NO"
"13256","44","40+","B","1","BURGLARY-3","D","1","0","3","0","D1  ","PDO","NO"
"13257","41","40+","H","1","MURDER-2","A","18","0","99","99","A1C1D1","VFO","YES"
"13258","25","25-29","H","2","CPCS-3 >79","B","3","5","4","0","B1D1 ","PDO","NO"
"13259","75","40+","B","1","MURDER-2","A","28","6","99","99","A1C1D1","VFO","NO"
"13260","22","<25","W","1","RECK ENDANG-1","D","1","4","4","0","D1  ","CVO","YES"
"13261","60","40+","B","3","ATT ARSON-2","C","1","6","3","0","C1E1","VFO","NO"
"13262","46","40+","B","2","BURGLARY-3","D","1","4","4","0","D1  ","PDO","YES"
"13263","49","40+","B","4","ATT BURGLARY-3","E","1","6","99","99","E1","PDO","NO"
"13264","22","<25","B","1","ATT ROBBERY-3","E","1","6","3","0","E1  ","CVO","NO"
"13265","55","40+","W","1","RAPE-1 >78","B","25","0","50","0","B2B1B1","VFO","NO"
"13266","49","40+","B","2","ATT CSCS-3 >79","C","2","11","3","6","C1  ","PDO","NO"
"13267","34","30-39","B","1","ROBBERY-3","D","2","4","7","0","D1","CVO","NO"
"13268","31","30-39","B","3","ATT BURGLARY-3","E","1","6","3","0","E1  ","PDO","NO"
"13269","55","40+","H","2","ROBBERY-3","D","6","0","7","0","D1C1 ","CVO","NO"
"13270","26","25-29","H","2","ROBBERY-2 >78","C","4","3","5","0","C1D1","VFO","NO"
"13271","25","25-29","B","1","GRAND LARCENY-4","E","2","0","4","0","E1D1","PDO","NO"
"13272","34","30-39","W","1","DWI 2ND OFF","E","1","0","3","0","E1E1 ","PDO","YES"
"13273","54","40+","W","1","DWI 3RD/SUBSQNT","D","1","0","3","0","D1  ","PDO","YES"
"13274","23","<25","W","2","ATT CPW-3/NON-VFO","E","1","0","3","0","D1  ","CVO","YES"
"13275","30","30-39","H","3","ATT ROBBERY-3","E","2","0","4","0","E1","CVO","NO"
"13276","36","30-39","B","2","ROBBERY-1 >78","B","14","6","17","0","B2C2 ","VFO","NO"
"13277","49","40+","H","3","GRAND LARCENY-4","E","2","0","4","0","E1  ","PDO","YES"
"13278","42","40+","H","5","BURGLARY-3","D","2","0","4","0","D1","PDO","NO"
"13279","63","40+","W","1","ENTRPSE CORRUPT","B","6","0","18","0","B1","PDO","NO"
"13280","28","25-29","H","3","ATT ROBBERY-3","E","1","6","3","0","E1","CVO","NO"
"13281","24","<25","W","1","ATT RAPE-1 >78","C","4","3","5","0","C1E1","VFO","NO"
"13282","47","40+","H","1","RAPE-1 >78","B","10","3","12","0","B1B2E1","VFO","NO"
"13283","61","40+","W","5","CPW-3/NON-VFO","D","2","6","5","0","D1","CVO","NO"
"13284","60","40+","W","2","PROMOTNG GAMB-1","E","1","6","3","0","E1  ","PDO","NO"
"13285","38","30-39","B","5","CRIM CONTEMPT-1","E","1","6","3","0","E2  ","PDO","NO"
"13286","51","40+","W","3","BURGLARY-3","D","2","0","4","0","D1","PDO","NO"
"13287","52","40+","O","1","DWI 2ND OFF","E","1","0","3","0","E1","PDO","NO"
"13288","24","<25","O","2","ATT CP FORG INST-2","E","1","6","3","0","E1  ","PDO","NO"
"13289","38","30-39","W","1","CRIM CONTEMPT-1","E","1","4","4","0","E1","PDO","YES"
"13290","32","30-39","W","1","DWI 3RD/SUBSQNT","D","1","0","3","0","D1","PDO","NO"
"13291","29","25-29","O","2","CPW-3/NON-VFO","D","2","0","4","0","D1B1","CVO","NO"
"13292","31","30-39","W","1","MURDER-2","A","15","0","99","99","A1","VFO","NO"
"13293","44","40+","B","2","CP FORG INST-2","D","2","0","4","0","D3  ","PDO","NO"
"13294","33","30-39","W","3","BURGLARY-3","D","3","6","7","0","D1D2","PDO","NO"
"13295","27","25-29","B","1","ATT CP FORG INST-2","E","1","6","3","0","E1  ","PDO","YES"
"13296","52","40+","B","3","ATT CP FORG INST-2","E","1","6","3","0","E1  ","PDO","NO"
"13297","54","40+","W","6","BURGLARY-3","D","2","0","4","0","D1","PDO","NO"
"13298","27","25-29","B","1","ATT ROBBERY-3","E","1","4","4","0","E1  ","CVO","YES"
"13299","25","25-29","W","2","ATT CSCS-3 >79","C","2","11","5","0","D1C1 ","PDO","NO"
"13300","51","40+","B","5","ATT ASSAULT-1 >96","C","6","10","8","0","C1D1D1","VFO","NO"
"13301","40","40+","B","1","VEH MANSL'TER-2","D","6","2","15","0","D2E1E1","CVO","NO"
"13302","31","30-39","B","2","ATT ASSAULT-2","E","1","6","3","0","E1  ","VFO","NO"
"13303","55","40+","B","1","CP FORG INST-2","D","1","0","3","0","D1D2 ","PDO","YES"
